id,year,M,W,total,group,supply
61353,2067,9,2,11,J,29.496144288195087
50883,2067,8,0,8,D,29.10861767816404
86763,2067,6,2,8,D,29.116601709025517
140858,2068,3,1,4,Q,28.96770009875535
165703,2068,6,4,10,I,28.937317225333384
52276,2067,6,2,8,P,29.12948370270897
176584,2067,5,1,6,D,29.287644400824387
55124,2068,7,2,9,E,28.797483950008964
141969,2068,4,3,7,N,28.896158267469637
82309,2068,7,0,7,D,28.94278927239313
140626,2067,2,1,3,D,29.275066455545776
135014,2068,5,2,7,N,28.98751283242142
84544,2068,7,2,9,D,29.05587533596358
46692,2067,9,1,10,R,29.04729679586
162637,2068,2,2,4,P,28.745692507250983
148213,2067,3,0,3,M,29.359259994042187
170672,2068,5,1,6,D,28.47503542711975
84632,2067,5,3,8,D,29.28938207377392
167229,2068,3,3,6,J,28.751697048745168
131973,2067,5,3,8,Q,29.054427225715504
48392,2068,6,0,6,E,28.706023940026675
74837,2067,6,0,6,J,29.02289328006014
84383,2068,5,5,10,S,29.084929671748604
181464,2067,6,2,8,D,29.19259909247792
20584,2068,4,1,5,S,28.863947870639496
20627,2068,5,1,6,J,28.9065075148788
91932,2068,7,1,8,N,28.94439470189544
104883,2067,3,0,3,K,29.187909491168742
41061,2068,3,2,5,E,28.718650712498167
86633,2067,1,2,3,H,29.350413507752247
97729,2067,4,2,6,N,29.245766429807443
139456,2068,4,4,8,N,29.005334960735684
46355,2067,2,2,4,P,29.27327098475052
59422,2067,4,1,5,J,29.13561414454482
78702,2067,7,0,7,M,29.086287395775244
25779,2068,3,0,3,E,28.808175046071906
76016,2067,1,2,3,K,29.17672695139377
89574,2067,2,3,5,N,29.08370978864393
124785,2067,7,3,10,J,29.096905657396263
44481,2068,4,0,4,N,28.57293652251044
99561,2067,5,2,7,J,29.07581559405199
78194,2067,3,0,3,Q,29.054985337469336
81475,2067,5,1,6,D,28.786794141859104
45760,2068,3,1,4,C,28.97409672513597
97868,2067,2,1,3,E,29.199977742097367
163172,2067,4,0,4,M,28.871131702413894
137755,2067,6,1,7,P,29.087602910114867
19163,2067,4,1,5,P,29.083482687946468
162350,2068,6,2,8,E,28.685240348357382
139853,2068,7,1,8,M,28.977247331550103
168140,2068,7,1,8,M,28.78653050605112
53219,2067,2,4,6,S,29.46832075178373
109453,2067,4,0,4,K,29.306734456944888
93656,2068,0,3,3,E,28.692277134687952
131233,2067,3,2,5,N,29.16672440602926
16187,2067,7,0,7,D,28.927430019113245
148103,2068,4,2,6,K,28.785499599485632
108713,2067,5,2,7,M,28.499467496542
112294,2067,3,1,4,N,29.39289595795412
37132,2068,3,3,6,E,28.914676721106375
52564,2067,6,3,9,Q,29.309457383354825
47042,2068,2,0,2,Q,28.704806224923335
128450,2068,4,2,6,M,28.62326352722696
41241,2068,7,0,7,I,29.027925262835293
102012,2067,3,3,6,J,29.517301848747767
15851,2068,14,3,17,A,28.95866815889624
147231,2068,5,1,6,M,28.854096894668054
82422,2068,3,3,6,Q,28.85701338924316
76408,2068,6,2,8,E,29.26380851333144
173595,2067,5,0,5,J,29.03173209465549
164097,2067,3,0,3,N,28.907284074486792
107064,2067,5,0,5,N,29.28585451993349
117252,2067,2,0,2,E,29.24836413339937
129557,2067,2,0,2,S,29.252294644603666
74224,2068,11,2,13,D,28.71499394470081
100157,2068,4,3,7,N,29.224883878854957
113699,2067,2,2,4,N,29.19766159579063
124204,2068,3,1,4,P,28.966248218609877
31088,2068,5,0,5,R,28.95027510642762
108568,2068,6,1,7,E,29.024537049231203
109133,2067,6,1,7,F,29.19449468495833
147612,2067,6,3,9,D,28.99651207167005
44947,2068,2,1,3,J,28.7907982440902
45451,2067,6,4,10,J,28.91345529129708
144747,2067,7,2,9,M,29.40022634751395
150114,2068,7,0,7,M,28.86874017020565
161073,2068,2,1,3,E,29.02262207884084
147681,2067,6,1,7,E,29.118736478098825
147523,2067,6,2,8,P,29.372239035950635
31203,2067,2,1,3,E,29.125073646654776
34522,2068,4,2,6,M,29.052036654248
180436,2067,6,1,7,M,29.369918079098973
88031,2068,5,0,5,P,28.80458228379788
119847,2067,10,0,10,E,29.001031036937555
89822,2068,3,4,7,D,28.80170612835645
38130,2067,4,2,6,S,29.66385667527337
135844,2068,3,0,3,M,28.81406958029818
59878,2068,2,3,5,E,28.868900222163106
35741,2067,5,2,7,E,28.89151123714876
131625,2068,5,2,7,M,28.87418650745836
176308,2068,5,0,5,K,28.9001255190996
137015,2068,3,2,5,J,28.85338094888988
161467,2068,3,2,5,N,28.813069848555987
138892,2067,4,0,4,P,29.470555669748418
163461,2068,7,1,8,P,28.693837441199623
125669,2067,4,0,4,R,29.28645683741114
67052,2067,4,2,6,D,28.98679029536861
106894,2068,3,4,7,E,28.75984402113994
117210,2067,5,2,7,N,29.308473163931243
94550,2067,2,1,3,M,29.04879459957904
32920,2068,6,1,7,E,28.747552529714515
27779,2067,6,2,8,N,29.32567627222928
141659,2067,4,0,4,P,29.021013061023574
30561,2068,9,1,10,P,28.950366454832466
99731,2068,20,7,27,E,28.88272297338874
49477,2068,6,3,9,A,28.679021897384352
102891,2068,4,5,9,S,28.658194303348168
118103,2068,2,0,2,N,28.89491693827444
65892,2067,4,0,4,E,29.05197353133656
105086,2067,3,1,4,E,29.10212595841963
73295,2068,5,0,5,E,28.635779624175544
167268,2067,6,0,6,N,29.418308282355948
73885,2068,2,1,3,E,28.60148520756569
82764,2068,1,1,2,C,28.85829608359428
147876,2067,4,2,6,N,29.330287036259524
116176,2068,11,2,13,L,28.752581159193934
19651,2067,2,0,2,E,29.140245024220743
148889,2068,4,2,6,M,28.492475232829683
157680,2067,1,3,4,A,29.02944645616507
108688,2067,9,2,11,E,29.4109707004448
72826,2067,5,0,5,M,29.09187247033824
140241,2067,4,0,4,P,28.892726498116847
120750,2067,5,0,5,E,29.050433738652995
147106,2067,5,2,7,E,29.03726824173995
120455,2068,5,3,8,E,28.930450803139102
54390,2067,7,1,8,E,28.75425862001069
109935,2068,5,3,8,S,28.85146763272964
93976,2068,5,0,5,N,29.151439968832623
26557,2067,3,2,5,A,29.125135432294996
60122,2067,3,1,4,M,29.088113507944563
165657,2067,3,0,3,S,29.070877444254307
135501,2068,5,1,6,J,28.748370043069396
66125,2067,6,2,8,J,29.377296413063856
94885,2067,5,0,5,J,29.151657471059487
42282,2068,4,2,6,G,29.20450543801198
89145,2068,4,1,5,S,28.793447662171623
103135,2068,8,4,12,Q,28.78471751084443
59806,2068,2,1,3,N,28.69893070046965
147261,2067,3,1,4,M,29.244262601703152
92049,2068,10,2,12,N,29.13604616450721
30237,2067,1,2,3,J,29.328823297955537
143678,2068,4,0,4,M,28.742514625374277
46076,2067,1,3,4,Q,29.3267112705217
104284,2067,8,0,8,E,29.323897153833187
158168,2068,4,1,5,N,29.134996364510464
45518,2067,19,3,22,A,29.539690709764248
123195,2067,7,0,7,P,29.20747409289265
38707,2068,4,3,7,M,28.9938034199505
180701,2068,7,0,7,Q,28.52642432863573
135610,2068,4,0,4,K,28.652585528231363
175402,2068,14,3,17,Q,29.05186430622817
41473,2067,4,0,4,N,28.842250530919284
76753,2067,5,3,8,N,28.86326149667576
143842,2068,5,1,6,P,29.00417713871421
127498,2068,7,2,9,E,28.792926641070096
69459,2067,1,2,3,E,28.969741944582115
143092,2067,4,2,6,Q,29.39683591465035
175291,2068,8,4,12,Q,28.906914893055827
125520,2068,7,3,10,A,28.922912548434127
144646,2068,2,1,3,M,28.54491637876752
175832,2067,2,2,4,M,29.21150827537566
102752,2067,5,0,5,A,29.266666821471144
67347,2067,6,2,8,N,29.358267208676025
120086,2067,5,1,6,C,29.34333194597199
86972,2067,3,1,4,S,29.13198321484192
158061,2067,0,3,3,N,28.977581291579504
142523,2068,3,1,4,P,28.717065926240213
98075,2067,6,3,9,Q,29.366313766683973
144387,2067,6,2,8,E,29.373532684132964
78109,2068,5,2,7,R,28.91800039842151
52210,2068,7,1,8,N,28.718265989345912
115373,2067,6,2,8,E,29.234602815423127
74371,2067,5,3,8,D,29.146182507452195
46941,2067,4,0,4,E,29.31343823907105
95682,2068,2,1,3,E,28.585150213701564
129100,2068,6,1,7,N,28.72353458023229
17706,2067,3,2,5,N,29.278437531931505
84195,2068,2,3,5,N,28.55404491566373
171530,2067,2,0,2,J,29.398781577784035
114212,2068,7,0,7,E,29.04388324046399
55240,2068,6,1,7,Q,28.997877178305743
116067,2068,1,1,2,K,28.98783499827014
115057,2067,4,2,6,J,28.98087355668632
139031,2067,3,0,3,M,29.03126005343336
47899,2068,6,2,8,N,28.942541989292582
93925,2068,3,0,3,N,28.90842514022187
119009,2068,4,1,5,P,29.23231845561025
108291,2067,6,0,6,J,29.21503063120949
102246,2067,4,2,6,E,28.86548269624193
41184,2068,7,0,7,P,28.9692608988731
150910,2068,4,0,4,M,28.772036851190403
143655,2067,6,2,8,M,28.74089496544654
48880,2068,3,2,5,S,29.008543828227246
25035,2067,7,0,7,D,29.299145124028964
170854,2068,5,2,7,P,28.513072635562235
147041,2067,6,1,7,M,29.37700242780228
167955,2067,9,3,12,J,29.366076075536807
157326,2068,2,2,4,J,28.80559026717923
68640,2067,2,3,5,K,29.45594534064895
166996,2067,5,2,7,Q,29.20698982636433
58823,2067,6,0,6,N,29.324410475598945
121617,2067,5,2,7,E,29.353395690380548
102407,2068,3,4,7,K,28.81379252805173
96764,2068,4,4,8,J,28.92387724666465
89753,2068,3,1,4,N,28.7829850511223
115626,2068,6,0,6,N,28.99341938405605
147737,2068,7,1,8,M,28.71663024272108
72070,2068,5,1,6,E,28.686065246064494
24969,2068,4,1,5,J,29.084739661849028
45691,2068,3,2,5,A,28.711594112192607
86571,2068,4,1,5,G,29.22909039381683
27989,2068,6,1,7,K,28.5935701493379
78311,2067,1,4,5,L,29.09306590202495
182587,2067,1,2,3,Q,29.159135125351632
128547,2068,4,2,6,P,28.609985629792245
138131,2068,3,0,3,Q,29.037625628028948
166955,2067,6,1,7,N,29.19323844425171
181317,2067,5,2,7,D,29.181361207548186
136355,2068,7,2,9,E,28.93029079020748
149573,2068,4,0,4,M,28.91878842066033
108985,2067,5,4,9,E,28.771377902559525
34558,2067,7,2,9,D,29.163280967268435
83630,2067,4,1,5,A,28.90610846516369
50325,2068,5,1,6,J,28.413088855595365
138524,2068,6,2,8,J,29.26789652516697
140038,2067,2,3,5,P,28.969437196799007
77804,2068,7,2,9,M,29.059040972637224
162084,2068,1,1,2,P,28.861397376220904
146876,2067,4,0,4,M,29.081310936842247
61865,2068,2,2,4,J,29.07532939589924
116186,2067,5,1,6,P,29.235427877331187
57405,2068,6,2,8,M,29.17409508360951
138212,2067,4,1,5,N,29.34139052662708
19549,2068,5,2,7,J,28.662439117010475
133147,2068,5,1,6,E,28.626388042768355
113980,2068,3,2,5,N,28.86580513913414
175840,2068,1,2,3,N,28.745526843160107
90884,2068,6,3,9,S,29.39897940324532
105311,2068,2,2,4,M,28.740942310008037
144958,2067,5,2,7,M,29.16716321437246
164874,2068,3,2,5,D,28.782607400655447
108391,2068,9,3,12,F,28.7741986716367
103241,2067,3,3,6,N,29.15108483464944
119410,2067,9,4,13,C,29.02599580560938
47572,2067,6,1,7,J,29.01113306938492
47904,2067,1,4,5,N,29.11563345727364
139184,2068,5,0,5,J,29.484146222522536
74036,2068,6,1,7,N,28.78537943228654
157010,2068,7,2,9,A,28.76692880560621
30726,2068,7,1,8,D,28.85140006438373
131155,2068,7,5,12,P,28.366915486080217
53108,2068,4,2,6,D,29.02695811105793
87724,2067,5,2,7,C,29.460105288136173
117073,2067,6,1,7,J,29.068354420653424
144308,2068,3,1,4,M,28.871177149248
93479,2068,6,1,7,J,29.12410376404549
178711,2068,6,1,7,I,28.82621571327294
46032,2067,2,0,2,Q,29.27240795772761
29935,2068,12,0,12,Q,28.87665459389363
179099,2068,6,2,8,Q,28.940231281009176
37903,2068,5,2,7,E,28.87168511891821
119651,2068,3,2,5,N,28.615946300307925
82907,2067,3,2,5,D,29.260365275512736
160753,2067,5,3,8,N,29.586786148769765
115624,2068,3,3,6,E,28.718748635336635
61115,2068,5,2,7,N,28.918627023230567
102169,2067,8,9,17,P,29.20169888855971
140459,2068,5,3,8,Q,28.903949698052816
53525,2067,1,2,3,S,29.0589237454103
23810,2067,8,1,9,A,29.0353169285034
147891,2067,5,3,8,N,29.48893699176984
137082,2068,3,0,3,N,28.79558430684993
119566,2068,5,2,7,S,29.22144058163836
50771,2068,9,1,10,A,28.650593225353138
173288,2067,6,1,7,L,29.20799297580433
103032,2068,5,0,5,E,28.568560925517957
44738,2068,7,7,14,I,29.111460756836056
120609,2068,6,1,7,J,29.109073613839723
98636,2068,6,1,7,J,28.78481474354543
107571,2068,6,0,6,E,29.01770890990113
52380,2068,4,4,8,P,28.463778654658448
158546,2068,6,2,8,Q,28.817750547944733
148901,2068,9,3,12,J,29.03611638752953
137370,2067,2,1,3,E,29.12646277111739
171793,2068,3,3,6,Q,29.100725444850664
36326,2067,6,1,7,A,29.234800839192697
86046,2068,3,1,4,E,29.0417393080252
92596,2068,3,3,6,J,29.094939580617545
151074,2068,6,1,7,M,28.88999550689431
28321,2067,3,1,4,M,29.004023908041614
70001,2068,31,7,38,E,28.931554381977783
40242,2067,3,0,3,Q,29.183253862452226
87849,2068,7,0,7,K,29.241800347011303
16925,2068,2,0,2,N,28.56686902556001
108533,2068,5,1,6,K,28.83781821860161
134022,2068,4,0,4,M,28.69867010000711
24326,2067,6,2,8,N,29.259019159592047
60087,2068,4,0,4,E,28.77012497079796
97183,2067,2,0,2,N,29.02250025775164
88278,2068,5,2,7,K,29.06654599441895
77034,2067,2,2,4,N,29.166194979540187
160428,2067,5,2,7,S,29.086215493415654
87655,2067,5,3,8,K,29.328338920572637
146712,2067,6,2,8,P,29.043680729667347
50174,2067,4,1,5,P,29.12794053611611
48794,2067,3,2,5,K,29.27191268453125
183080,2068,4,2,6,N,28.96924741294737
71569,2068,6,1,7,Q,29.055967153509744
59776,2068,6,2,8,D,28.474851762740144
108893,2068,4,2,6,K,28.60553411480134
95442,2067,5,2,7,N,29.00956863661736
130559,2068,6,0,6,J,28.96358624713261
79426,2068,7,1,8,P,28.799535587576965
82131,2068,2,2,4,N,28.879664534410505
148870,2067,2,1,3,C,29.187013097828927
28310,2067,5,1,6,Q,29.30270902544636
122120,2067,5,2,7,Q,29.440147116519267
162598,2068,2,1,3,F,28.80058237580832
145768,2068,7,2,9,M,28.920062452051702
94187,2067,6,6,12,C,29.599768428062625
127579,2068,5,3,8,Q,28.62028679781509
177474,2068,4,1,5,E,28.681557367178307
41794,2067,4,1,5,M,29.004171047335348
49580,2067,5,0,5,K,29.26500707054717
109768,2067,5,1,6,E,29.311134445484075
160726,2068,4,1,5,N,28.4173581504138
94139,2067,2,2,4,M,29.58446677421765
143153,2067,3,1,4,M,29.26846801409738
66451,2068,3,2,5,D,28.97006220164273
54937,2067,4,1,5,Q,29.24224215665346
135847,2067,7,0,7,M,28.978785864612234
19406,2068,8,1,9,D,28.87379856169066
146815,2068,5,2,7,M,28.87847359108172
36144,2068,6,1,7,N,28.672915292581614
134764,2068,6,2,8,L,28.67613340221073
135267,2067,8,1,9,P,29.303177315860797
158648,2067,4,2,6,Q,29.20534789940776
55352,2067,5,2,7,Q,29.05854434668491
167953,2068,4,1,5,M,29.00582892104805
118032,2068,4,0,4,E,28.70033678845568
98315,2068,4,2,6,S,28.78691846953265
130558,2067,3,3,6,Q,29.18159665869982
58740,2067,7,2,9,E,29.04851058411162
125669,2068,4,2,6,R,28.90589461477346
84256,2068,4,2,6,E,28.615178158772107
170594,2067,2,0,2,J,29.381816152048334
111691,2068,5,3,8,K,28.74548661325649
49024,2067,4,2,6,J,29.132398517212906
137491,2068,3,0,3,N,29.02196838636352
145971,2068,4,1,5,K,28.67744178894574
142287,2068,8,0,8,E,28.95509540581494
138527,2068,2,0,2,N,28.95086672997732
97102,2067,5,1,6,E,29.013931934690824
145885,2068,6,0,6,J,28.639278160999154
21481,2067,6,2,8,Q,29.440925755579368
62343,2067,5,2,7,D,29.32418415214796
110249,2068,4,3,7,N,28.60525375928528
120831,2067,4,7,11,E,29.073881079480486
102069,2068,4,5,9,E,28.565338984844875
63001,2067,5,2,7,K,29.211447483377555
44641,2068,4,2,6,E,28.57105932094454
170529,2068,5,2,7,Q,29.01293947118065
88814,2067,3,1,4,N,29.281261830068768
123534,2067,4,1,5,D,29.4175465479966
105130,2068,6,2,8,E,28.704027022138497
117639,2068,5,0,5,K,29.019273690708477
178667,2068,7,0,7,D,29.106938485191243
28093,2068,1,1,2,E,28.864849705409057
178559,2067,7,0,7,P,29.523275634975647
161013,2068,6,2,8,K,28.984656642351982
62187,2067,4,3,7,Q,29.48418793629224
108106,2068,6,1,7,J,28.779943244802475
104870,2067,5,0,5,P,29.12663566322844
17045,2067,10,4,14,A,29.153906452135743
169686,2067,3,0,3,Q,29.414957367677257
148568,2067,7,1,8,M,29.138757438158702
163463,2068,7,4,11,P,28.797887922601365
25883,2067,5,1,6,Q,29.27886671693329
101958,2068,2,2,4,I,28.938368025721086
76775,2067,2,3,5,E,29.319961500509297
136533,2068,5,1,6,M,28.824294765847124
133504,2068,2,2,4,N,28.983768209643564
74541,2068,4,0,4,M,28.8187958276212
54684,2067,2,0,2,Q,28.968870452183697
16259,2067,2,1,3,S,29.07665765513774
95887,2068,2,3,5,P,28.771145743013424
106313,2067,4,1,5,M,29.326443524285043
113706,2068,2,2,4,K,28.624471494567874
22682,2068,7,2,9,A,28.726866554440857
20118,2067,6,2,8,E,29.391385529952004
82831,2068,4,2,6,J,29.02376920800893
33085,2067,3,2,5,E,29.460868265383446
114700,2068,4,2,6,E,28.948509306218416
65744,2067,1,1,2,N,29.48677123319988
64124,2068,6,0,6,N,28.556862535507225
46590,2067,3,3,6,D,29.41008152860249
136879,2067,3,1,4,P,29.3377553663996
28059,2067,3,1,4,D,29.123798031573543
135662,2068,4,1,5,J,28.56336838974391
32414,2067,2,0,2,Q,29.276553811596457
16628,2068,1,2,3,E,29.04509320078915
164862,2067,4,1,5,D,29.150329832512227
131478,2068,7,0,7,N,28.785978282740857
24385,2068,5,1,6,P,28.944939236250708
53344,2068,2,0,2,E,29.16806320993372
17443,2068,2,0,2,P,28.602479548033696
79213,2068,6,3,9,P,28.793943470986694
104422,2068,6,2,8,E,28.79278574952288
137715,2067,5,1,6,Q,29.173327993480715
172145,2067,2,3,5,R,29.1651984438982
104603,2068,3,0,3,K,28.83715458511464
99475,2068,6,1,7,P,28.827578981102448
39805,2068,7,1,8,N,28.85100979029348
110840,2068,4,1,5,L,28.88046559676969
135376,2067,6,2,8,M,29.192210072844247
96761,2068,7,1,8,E,28.617925692080696
114190,2067,7,2,9,J,29.22939894508696
144994,2067,2,2,4,M,29.71738956703335
20126,2067,4,1,5,J,29.301854839541697
105907,2067,3,0,3,P,29.257966967426206
56692,2068,5,2,7,P,28.60818981605695
87940,2067,4,0,4,P,29.09221688525852
128915,2068,6,0,6,Q,28.537549742311796
61181,2068,5,1,6,N,28.52487624012805
109214,2067,3,3,6,S,29.43066773149733
55194,2067,5,2,7,M,29.014277777343818
60550,2067,2,2,4,Q,29.16512130509737
87014,2067,6,0,6,N,28.935097201659275
33395,2068,6,2,8,K,29.104256006501632
114245,2068,6,0,6,E,28.88978336175845
145839,2068,4,2,6,M,28.90494169077365
170673,2067,5,2,7,M,29.245738777138367
51616,2068,4,2,6,Q,29.09721449447642
66866,2068,10,3,13,E,28.578826287702277
144387,2068,5,1,6,E,28.88344757684779
63263,2067,2,3,5,S,29.28102194403261
182369,2067,6,1,7,K,29.066952895778
130420,2067,5,0,5,C,28.908737891367576
76767,2067,4,1,5,M,28.87981413395073
119556,2067,2,1,3,H,29.276211110532056
61645,2068,10,5,15,C,28.982078259790136
97354,2068,3,2,5,E,28.891059621570847
166503,2067,5,0,5,P,28.92457411251467
148883,2067,3,1,4,P,29.00835314683301
76399,2067,5,2,7,N,29.114135846505548
176582,2067,4,2,6,N,29.292536677896543
169776,2068,7,0,7,E,28.954118708728995
167953,2067,4,1,5,M,29.25103835907124
179064,2068,9,0,9,N,28.6160227821638
118486,2068,9,4,13,K,29.00738488255643
132325,2068,5,1,6,H,28.632049604802937
170293,2067,3,2,5,Q,29.354068110012943
120810,2068,5,2,7,J,29.16643168953878
174571,2067,6,2,8,R,29.551702152950075
84522,2067,6,0,6,P,28.96076684795978
146023,2068,5,3,8,J,28.87722532126064
134718,2068,3,0,3,E,28.997023210532696
133927,2067,6,0,6,N,29.06863249196333
81430,2067,4,2,6,Q,29.21502506061676
75260,2068,1,1,2,K,28.79860266716952
148152,2067,5,1,6,P,29.018083467645575
38583,2068,10,2,12,J,29.062662016955137
71609,2068,4,2,6,J,28.71791584623894
161657,2067,6,2,8,P,28.900180891047043
110693,2068,5,3,8,S,29.124553354133475
182287,2068,5,2,7,K,28.634543676704936
161628,2067,3,3,6,M,29.21226744180569
85621,2067,6,2,8,S,29.04925059321119
68548,2068,4,1,5,E,28.61222993926721
76147,2067,3,0,3,A,29.36028505982901
20318,2067,4,1,5,N,29.28533146873341
51141,2068,3,3,6,N,28.843279374249864
136897,2067,2,3,5,G,29.09499315488593
36344,2068,6,1,7,E,28.670851484440742
72453,2067,2,2,4,E,29.140867515297412
48589,2068,7,1,8,D,28.86028763776392
166420,2067,1,2,3,M,29.51104440655939
18760,2067,3,1,4,K,28.962593364972467
113078,2068,5,4,9,J,28.77310681546024
121882,2067,7,4,11,M,29.281541828906736
179950,2067,4,3,7,P,29.237946332787978
68952,2068,6,0,6,E,28.72000646636603
87090,2067,6,1,7,E,29.167412901475064
73912,2067,3,1,4,K,29.272272519450915
147106,2068,6,2,8,E,28.88391611917916
46076,2068,5,1,6,Q,28.743219923535776
65444,2067,5,0,5,N,29.2315842971041
148384,2068,7,0,7,M,28.749823862870425
20196,2067,6,1,7,N,29.06516738691868
89334,2068,3,2,5,M,28.696533954839577
110229,2068,3,1,4,E,28.814693281685813
87936,2067,6,1,7,P,29.038992261005912
176942,2067,3,2,5,R,29.27564635350916
141936,2067,8,2,10,Q,29.15140199916269
50981,2067,4,2,6,K,29.38748935213181
66153,2068,9,3,12,E,28.75898080973373
69890,2068,3,1,4,J,28.71043402950962
26058,2068,4,0,4,Q,28.850067230566463
125682,2067,3,1,4,J,29.034853808718143
156610,2068,2,3,5,N,28.757015281291693
175538,2067,3,0,3,M,29.131901070306643
176969,2067,2,0,2,E,29.255623620144732
93604,2068,2,2,4,D,28.60038945588248
159081,2068,6,0,6,J,28.86429542327624
116525,2068,4,1,5,M,29.06855170380405
25268,2068,1,2,3,E,28.87472982089064
113637,2068,7,0,7,J,28.572353573822458
78365,2067,6,1,7,A,29.021412616382975
92309,2067,2,2,4,K,29.00169954184901
74021,2068,4,2,6,E,28.909390449782165
127481,2068,6,0,6,K,28.94888165650844
87742,2068,5,2,7,J,28.874813747868966
21196,2067,6,3,9,P,29.07256420592276
160909,2068,5,0,5,J,28.949980796021176
107226,2068,5,2,7,N,28.92229909860953
138508,2067,7,1,8,P,29.14335488923259
120260,2067,5,1,6,S,29.223527907599507
33052,2067,7,2,9,E,29.343350977357467
145221,2068,10,3,13,F,28.739684489376604
140225,2067,3,1,4,J,29.16155919799094
75011,2068,4,2,6,G,28.75915537731296
97762,2067,6,2,8,Q,29.120435905084367
93444,2068,6,5,11,E,28.93246247799633
148383,2067,5,2,7,J,29.24932966954592
109480,2068,8,6,14,Q,29.04565393123826
27583,2068,4,2,6,K,28.56590800035067
36361,2068,6,1,7,M,28.70922088871091
145287,2068,6,2,8,P,29.01736359741617
65382,2068,3,1,4,M,28.984524506573692
156737,2067,6,2,8,E,29.01362781738418
56876,2067,3,1,4,E,29.335911677503304
18141,2068,8,1,9,I,28.547183434142013
96650,2068,2,1,3,Q,29.09395949626002
59210,2067,5,2,7,D,28.976653220954034
162699,2068,2,3,5,S,28.523525254252267
69800,2068,2,0,2,E,28.810856471952587
146006,2067,6,1,7,E,29.18501728063012
28543,2068,7,0,7,D,28.75766999891796
137436,2067,2,2,4,J,29.35420756964187
24326,2068,6,1,7,N,28.835091546419434
17255,2067,1,1,2,S,29.342969417824214
37271,2067,4,3,7,J,29.23244101902488
170219,2067,9,2,11,E,29.13177765964764
34429,2067,5,2,7,S,29.40832955064631
31394,2067,9,1,10,D,29.15751060883073
58922,2067,4,2,6,J,28.995352939399098
97832,2068,4,1,5,N,28.85144532688762
63140,2068,6,0,6,J,28.717295603612868
49376,2068,5,2,7,D,29.11366654171493
105343,2067,4,3,7,N,29.482883024957143
176705,2068,3,3,6,J,28.727791362070796
134678,2068,3,6,9,I,28.8238338040422
146892,2067,6,1,7,M,29.058378331629957
53215,2068,4,1,5,P,28.762815494059595
75679,2067,3,2,5,K,29.042268366758325
141135,2067,2,0,2,K,29.19093693213286
28175,2067,4,2,6,E,29.12380334320808
99802,2067,7,2,9,E,29.254497789782462
48508,2068,3,0,3,K,28.82027125610858
148830,2068,7,2,9,E,28.43428708213087
89188,2068,6,1,7,D,28.9274930055146
66120,2067,4,2,6,J,29.396589495500372
106596,2067,14,6,20,H,29.20778024593488
16499,2068,5,2,7,Q,28.359555088608595
109802,2067,4,1,5,N,29.25401156315479
91732,2067,4,2,6,A,29.177284101062288
102608,2067,5,2,7,N,29.331977923025445
53063,2068,5,1,6,E,28.720270530037013
176324,2067,6,1,7,N,29.31488422667802
147134,2068,5,1,6,M,28.697687308680624
133675,2068,2,1,3,N,28.686705379249144
32098,2067,4,1,5,D,29.101222666169548
78975,2068,7,2,9,M,28.840771025421656
83569,2067,4,1,5,E,29.231470639336116
147519,2067,5,0,5,Q,29.346844740301854
63972,2067,6,2,8,D,29.073542026190744
83883,2067,6,2,8,N,29.19721908744351
23994,2068,10,1,11,Q,28.52838015128097
174007,2068,4,1,5,P,28.82246860348948
66436,2067,5,2,7,Q,29.210365758409463
56689,2067,3,0,3,K,29.240580080987844
25313,2067,6,0,6,D,29.38292317934101
92855,2068,3,2,5,E,29.08026071871833
150818,2068,2,2,4,M,28.99865514620062
181944,2067,2,1,3,E,29.46434212449386
177101,2068,4,3,7,E,28.673075182814756
94317,2067,4,3,7,N,29.30744597246536
42165,2068,4,3,7,E,28.87395901639464
66845,2067,3,1,4,E,29.27264107683993
64878,2068,5,2,7,A,29.067968798214523
64801,2067,4,0,4,M,29.22797111475257
50795,2068,4,0,4,S,29.17323883644353
121931,2067,3,1,4,N,29.101418054121687
140504,2068,2,2,4,E,28.49276710674444
117129,2068,4,0,4,R,29.15090870705409
106873,2068,10,3,13,P,28.819294563120483
135282,2068,2,1,3,D,28.778980644829765
135114,2067,6,1,7,A,28.789918023503123
144270,2067,4,0,4,D,29.130477311885222
108128,2067,3,0,3,E,29.45366184588606
31903,2067,3,3,6,M,29.40855578812701
136241,2067,2,2,4,P,29.02842369972062
136626,2067,5,2,7,M,29.22287435926101
44695,2068,10,1,11,A,28.99939489369765
78138,2067,6,2,8,J,29.110483703734555
109996,2067,6,1,7,J,29.264340088788597
148721,2068,4,2,6,Q,28.86381180138658
109282,2067,2,1,3,J,29.071639464001517
28568,2067,2,3,5,N,28.76038516473982
22694,2068,5,0,5,M,28.724126017535653
149775,2068,7,1,8,M,28.97920917109407
67192,2067,6,2,8,J,29.11461359786149
59864,2067,4,1,5,Q,28.768869493971525
137994,2068,6,2,8,J,28.949964199425107
165732,2068,3,1,4,M,28.82774129186936
54034,2068,6,1,7,H,28.750549718428363
156096,2068,4,3,7,A,28.566844320862696
120197,2067,6,3,9,E,28.83627334322518
75603,2068,4,2,6,Q,28.63000564087314
119385,2067,7,2,9,P,29.284403495904947
57603,2068,5,1,6,S,28.971700620072717
170883,2067,6,0,6,E,29.31169800737424
95307,2068,4,1,5,E,29.10746634609855
